web-scraper-order,web-scraper-start-url,name,address,description,review_cat,price,no_reviews,Latitude,Longitude
1732027472-156,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,B2 Hotel Zuerich,"Brandschenkestrasse 152, Zurich, Switzerland","B2 Hotel Zurich, located approximately a 5-minute ride from FIFA World Football Museum and about 25 minutes on foot from the towered Romanesque cathedral ""Grossmunster"", features a rooftop pool…",Excellent,383 CHF,(1213 reviews),47.36459075,8.524402595
1732027472-157,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Zurich Youth Hostel,"Mutschellenstrasse 114A, Zurich, Switzerland","Offering 421 rooms, the 2-star Zurich Youth Hostel boasts a location within 5 minutes' walk of Lake promenade. Located within 25 minutes' walk of Sechselautenplatz, this hostel offers guests…",Excellent,61 CHF,(4093 reviews),47.35028791,8.527832697
1732027472-158,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Marktgasse Hotel,"Marktgasse 17, Zurich, Switzerland",Marktgasse Hotel Zurich offers a terrace and various recreational opportunities and sits only 6 minutes' walk from Circus Conelli. The hotel also provides Wi-Fi available throughout the property.,Excellent,163 CHF,(1472 reviews),47.3720247,8.54355218
1732027472-159,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,25Hours Hotel Langstrasse,"Langstrasse 150, Zurich, Switzerland","Located approximately a 20-minute stroll from Old Botanical Garden, the comfortable 4-star 25Hours Hotel Langstrasse Zurich offers amenities such as a fitness centre and a sundeck. This Zurich…",Excellent,224 CHF,(2634 reviews),47.3804842,8.5285344
1732027472-160,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Novotel Zurich City West,"Schiffbaustrasse 13, Zurich, Switzerland","Novotel Zurich City West hotel is located in Zurich, 10 minutes' drive away Bahnhofstrasse, and offers an indoor swimming pool. This hotel has 144 rooms and features a snack and…",Good,219 CHF,(697 reviews),47.3891828,8.5167794
1732027472-161,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Hotel Scheuble,"Muehlegasse 17, Zurich, Switzerland","Hotel Scheuble Zurich is only a short walk from Zentralbibliothek, and features a bureau de change and a lift onsite. The hotel provides a private parking garage for CHF 30…",Excellent,159 CHF,(2926 reviews),47.3744223,8.5449496
1732027472-162,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,"Neues Schloss Privat Hotel Zurich, Autograph Collection","Stockerstrasse 17, Zurich, Switzerland","Nestled in the immediate vicinity of a lake, the 5-star Neues Schloss Privat Hotel Zurich, Autograph Collection features a sundeck and various recreational opportunities. The smoke-free hotel is…",Excellent,384 CHF,(187 reviews),47.3654755,8.535915473
1732027472-163,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Hotel Krone Unterstrass,"Schaffhauserstrasse 1, Zurich, Switzerland",The comfortable 4-star Hotel Krone Unterstrass Zurich is merely an 8-minute walk from Flussbad Oberer Letten Outdoor Swimming Pool and offers a currency exchange and a cash machine.,Excellent,193 CHF,(3808 reviews),47.38804085,8.539007831
1732027472-164,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Courtyard By Marriott Zurich North,"Max-Bill-Platz 19, Zurich, Switzerland","Offering 152 rooms, the comfortable Courtyard By Marriott Zurich North Hotel is close to a business district and at a distance of 6 km from Lake Zurich. Highlights at this…",Good,225 CHF,(1090 reviews),47.41431955,8.541077866
1732027472-165,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Hotel Kindli,"Pfalzgasse 1, Zurich, Switzerland","The 3-star Hotel Kindli Zurich is located just a few steps from a financial district, at a distance of 1 km from Kongresshaus Zurich Convention Center. Featuring 20 rooms…",Excellent,309 CHF,(325 reviews),47.3724267,8.5406434
1732027472-166,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Hotel Limmathof,"Limmatquai 142, Zurich, Switzerland",Hotel Limmathof Zurich is around a 5-minute walk from Limmat and provides guests with a lift and a vending machine. This 2-star hotel features Wi-Fi in the…,Good,140 CHF,(962 reviews),47.3764427,8.544159773
1732027472-167,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Saint Georges Hotel,"Weberstrasse 11, Zurich, Switzerland","Located 15 km from Kloten airport, the 2-star Saint Georges Hotel Zurich features airport transfer service and car rentals for guests to take advantage of. The smoke-free hotel…",Excellent,114 CHF,(1894 reviews),47.37072945,8.528125829
1732027472-168,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Sorell Hotel St. Peter,"In Gassen 10, Zurich, Switzerland","Located within 5 minutes' walk of the Romanesque-style Protestant church ""Grossmunster"", the 4-star Sorell Hotel St. Peter Zurich offers fitness classes, a terrace, and a shared lounge. This…",Excellent,268 CHF,(1446 reviews),47.37085145,8.540517702
1732027472-169,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Ibis Zuerich City West,"Schiffbaustrasse 11, Zurich, Switzerland","A 10-minute drive from Old Town, the 3-star Ibis Zurich City West hotel offers a lift, a snack and drink vending machine. This Zurich hotel also includes a…",Good,143 CHF,(2135 reviews),47.3890558,8.5171575
1732027472-170,https://www.hotels-zurich.com/search/?sort=Rating&order=DESC&part=1&Name=1,Trip Inn Zurich Hotel,"Hohlstrasse 18, Zurich, Switzerland","Offering a Chinese garden, Trip Inn Zurich Hotel welcomes guests in the heart of Zurich, 3.4 km from Zoo Zurich. The hotel also provides Wi-Fi available throughout the property.",Good,109 CHF,(3721 reviews),47.3770674,8.5277016
